FI Doc No;FI Doc Date;Posting Date;Document Type;Document Type Desc;PO No;PO Line No;Vendor;Vendor Description;Vendor Invoice No;Project Nr.;Project Description;WBS;WBS Description;G/L Account;G/L Account Desc;Cost Center;Cost Center Desc;Product Desc;Item Text;Document Header Text;Payment Terms;Net Due Date;Invoice Amount Legal Entity currency;Creation date;SAP Invoice No.;Investment Profile;Account Group (Cora Level 1);Account Sub Group (Cora Level 2);Account (Cora Level 3);Legal Entity Currency Code;Value in document currency;Document currency Code;Quantity;Personnel Number;PO Final Invoice indicator;Value Type;Miro Invoice #;Goods Received Value
616403259874470232022;2022-10-10;2022-11-24;;;;0;;-;;C.32.02349.900.0;;C.32.02349.900.052.159;Roche Team Projekt SGU;;;;;;;;;;0.00;;8556850;capex;5;5.2;5.2.15-O;EUR;3676.50;EUR;0;0;;;8556850;
616403287195925182023;2023-10-24;2023-10-27;;;;0;;-;;C.32.02349.900.0;;C.32.02349.900.052.159;Roche Team Projekt SGU;;;;;;;;;;0.00;2023-10-27;9697918;capex;5;5.2;5.2.15-O;EUR;834.00;EUR;0;0;;;9697918;
616403284665320352023;2023-09-28;2023-09-28;;;;0;;-;;C.32.02349.900.0;;C.32.02349.900.052.201;Roche Team Spezialisten (Invest);;;;;;;;;;560.00;2023-09-28;9616328;capex;5;5.2;5.2.20-C;EUR;560.00;EUR;4.000;0;;;9616328;
616401473101370022025;2025-02-26;2025-02-26;WE;Goods receipt;9110217128;2;10112784;MARKTHALER GMBH + CO;;C.32.00734.442.0;;C.32.00734.442.022.121;Montagebau Stahl;212203801;DIA GR/IR NON-TRADE;;;;1.NT L1C44xP Mobilbaukran;;;;-21254.09;2025-02-26;5008939589;capex;2;2.2;2.2.12-C;EUR;-21254.09;EUR;0;0;N;;5008939589;
616401473101370012025;2025-02-26;2025-02-26;WE;Goods receipt;9110217128;1;10112784;MARKTHALER GMBH + CO;;C.32.00734.442.0;;C.32.00734.442.022.121;Montagebau Stahl;212203801;DIA GR/IR NON-TRADE;;;;L1C44XP - Stahlbauarbeiten;;;;-10500.00;2025-02-26;5008939589;capex;2;2.2;2.2.12-C;EUR;-10500.00;EUR;0;0;N;;5008939589;
616401406167220012023;2023-11-28;2023-11-28;WE;Goods receipt;9110210114;1;10110580;KARL LAUSSER HEIZUNG;;C.32.00734.442.0;;C.32.00734.442.026.191;Medien;212203801;DIA GR/IR NON-TRADE;;;;L1C44xP- Medien-Installationen;;;;14000.00;2023-11-28;5007568913;capex;2;2.6;2.6.19-C;EUR;14000.00;EUR;0;0;N;;5007568913;
616401244386250012020;2020-10-27;2020-10-27;WE;Goods receipt;9110164238;1;10187050;INBUREX CONSULTING G;;C.32.00734.442.0;;C.32.00734.442.062.151;Extern Projekt SGU;212203801;DIA GR/IR NON-TRADE;;;;L1C44XP Risikoanalyse SME CD/BD;;;;6050.00;;5004312428;capex;6;6.2;6.2.15-C;EUR;6050.00;EUR;0;0;Y;;5004312428;
616401431686330012024;2024-05-23;2024-05-23;WE;Goods receipt;9110178463;10;10110744;HAYS AG;;C.32.00734.442.0;;C.32.00734.442.062.151;Extern Projekt SGU;212203801;DIA GR/IR NON-TRADE;;;;8.NT K9-Review Bestandsanlage 2;;;;400.00;2024-05-23;5008090859;capex;6;6.2;6.2.15-C;EUR;400.00;EUR;0;0;N;;5008090859;
616403286132040052023;2023-08-25;2023-10-19;;;;0;;-;;C.32.00734.442.0;;C.32.00734.442.062.151;Extern Projekt SGU;;;;;;;;;;-1946.00;2023-10-19;9665132;capex;6;6.2;6.2.15-C;EUR;-1946.00;EUR;-14.000;0;;;9665132;
616403255177994082022;2022-09-26;2022-09-26;;;;0;;-;;C.32.00734.442.0;;C.32.00734.442.071.101;Bewilligungen / Gebühren;;;;;;;;;;129.00;;8335919;capex;7;7.1;7.1.10-C;EUR;129.00;EUR;1.000;0;;;8335919;
616401383710580012023;2023-06-13;2023-06-13;WE;Goods receipt;9110229698;1;10116237;DANDL GMBH;;C.32.00734.442.0;;C.32.00734.442.073.121;Sonstige Nebenkosten (Capex);212203801;DIA GR/IR NON-TRADE;;;;L1C44xP Projektergebnisbericht Technikze;;;;2507.00;2023-06-13;5007091956;capex;7;7.3;7.3.12-C;EUR;2507.00;EUR;0;0;N;;5007091956;
616401367361590062023;2023-02-10;2023-02-10;KX;Employee Expenses;;0;44406750;;;C.32.00734.442.0;;C.32.00734.442.073.121;Sonstige Nebenkosten (Capex);;;;;;Tips/Gratuities|Projektessen;;;;27.30;2023-02-10;1324210 1;capex;7;7.3;7.3.12-C;EUR;27.30;EUR;0;176398;;;1324210 1;
616401288461210022021;2021-08-05;2021-08-05;WE;Goods receipt;6000737526;20;10110242;OTIS GMBH & CO.OHG;;C.32.00398.221.0;;C.32.00398.221.024.121;Elektro;212203801;DIA GR/IR NON-TRADE;;;;1.NA L221BP Abtausch Aufzug Ost;;;;10443.16;;5005167011;capex;2;2.4;2.4.12-C;EUR;10443.16;EUR;0;0;N;;5005167011;
616401495663110012025;2025-07-24;2025-07-24;WE;Goods receipt;9110231989;1;10117706;AIRITSYSTEMS GMBH;;C.32.04212.900.0;;C.32.04212.900.073.141;Dokumentation;212203801;DIA GR/IR NON-TRADE;;;;K24CWP Awaro Projektin. u. Schulung;;;;400.00;2025-07-24;5009407071;capex;7;7.3;7.3.14-C;EUR;400.00;EUR;0;0;N;;5009407071;
616403307635010022024;2024-05-20;2024-06-26;;;;0;;-;;C.32.00734.442.0;;C.32.00734.442.052.131;Roche Team PM & Service;;;;;;;;;;13348.00;2024-06-26;10360793;capex;5;5.2;5.2.13-C;EUR;13348.00;EUR;94.000;0;;;10360793;
616403230257710322021;2021-10-08;2021-11-16;;;;0;;-;;C.32.00734.442.0;;C.32.00734.442.052.171;Roche Team HLKK;;;;;;;;;;756.00;;7234743;capex;5;5.2;5.2.17-C;EUR;756.00;EUR;7.000;0;;;7234743;
616401244939630012020;2020-10-30;2020-10-30;WE;Goods receipt;9110165190;1;10209362;MATEYKA MALERBETRIEB;;C.32.00398.221.0;;C.32.00398.221.028.221;Ausbau;212203801;DIA GR/IR NON-TRADE;;;;L221BP E400 West Gestaltung Wandbild;;;;3500.51;;5004322885;capex;2;2.8;2.8.22-C;EUR;3500.51;EUR;0;0;N;;5004322885;
616401262852110022021;2021-02-25;2021-02-25;WE;Goods receipt;6000738008;20;10113917;RICKINGER GMBH;;C.32.00398.221.0;;C.32.00398.221.028.229;Ausbau (KST);212203801;DIA GR/IR NON-TRADE;;;;L221BP E300 West Malerarbeiten Kosten;;;;0.00;;5004667259;capex;2;2.8;2.8.22-O;EUR;2000.00;EUR;0;0;N;;5004667259;
616403233384430742021;2021-12-20;2021-12-20;;;;0;;-;;C.32.00734.442.0;;C.32.00734.442.052.131;Roche Team PM & Service;;;;;;;;;;1080.00;;7377478;capex;5;5.2;5.2.13-C;EUR;1080.00;EUR;10.000;0;;;7377478;
616403288832872452023;2023-11-21;2023-11-21;;;;0;;-;;C.32.00734.442.0;;C.32.00734.442.052.111;Roche Team Prozess;;;;;;;;;;315.00;2023-11-21;9751651;capex;5;5.2;5.2.11-C;EUR;315.00;EUR;3.000;0;;;9751651;
616401268709820012021;2021-03-31;2021-03-31;WE;Goods receipt;6000768452;10;10113294;NEUBERGER GEBAEUDEAU;;C.32.00398.221.0;;C.32.00398.221.024.171;Gebäudeautomation;212203801;DIA GR/IR NON-TRADE;;;;L221BP E300 West Erweiterung ZBSS;;;;11280.50;;5004781474;capex;2;2.4;2.4.17-C;EUR;11280.50;EUR;0;0;N;;5004781474;
616403222932353862021;2021-08-09;2021-08-11;;;;0;;-;;C.32.00398.221.0;;C.32.00398.221.026.101;Medientechnik;;;;;;;;;;168.00;;6905126;capex;2;2.6;2.6.10-C;EUR;168.00;EUR;2.000;0;;;6905126;
616403232507343502021;2021-12-07;2021-12-08;;;;0;;-;;C.32.00398.221.0;;C.32.00398.221.052.201;Labor (intern);;;;;;;;;;162.00;;7335190;capex;5;5.2;5.2.20-C;EUR;162.00;EUR;1.500;0;;;7335190;
616401283770000082021;2021-07-06;2021-07-06;WE;Goods receipt;9110183587;8;10111263;MW BUEROPLANUNG GMBH;;C.32.00398.221.0;;C.32.00398.221.036.119;Büromöbel (KST);212203801;DIA GR/IR NON-TRADE;1205311111;pRED Center Mgmt;;Schiebetuerenschrank ESESDGE;;;;552.60;;5005073037;capex;3;3.6;3.6.11-O;EUR;552.60;EUR;0;0;N;;5005073037;
616403225042064922021;2021-09-09;2021-09-09;;;;0;;-;;C.32.00398.221.0;;C.32.00398.221.052.201;Labor (intern);;;;;;;;;;540.00;;6996432;capex;5;5.2;5.2.20-C;EUR;540.00;EUR;5.000;0;;;6996432;
616403187038182902020;2020-05-19;2020-05-15;;;;0;;-;;C.32.00398.221.0;;C.32.00398.221.024.121;Elektro;;;;;;;;;;1344.00;;5274861;capex;2;2.4;2.4.12-C;EUR;1344.00;EUR;16.000;0;;;5274861;
616401453400230022024;2024-10-17;2024-10-17;WE;Goods receipt;P000582654;4;10373911;AITP GMBH;;C.32.04212.900.0;;C.32.04212.900.062.231;Generalplaner;212203801;DIA GR/IR NON-TRADE;;;;3. NT K24CWP Mehrkosten DD;;;;35000.00;2024-10-17;5008539084;capex;6;6.2;6.2.23-C;EUR;35000.00;EUR;0;0;N;;5008539084;
616403219159576082021;2021-06-22;2021-06-28;;;;0;;-;;C.32.02349.900.0;;C.32.02349.900.052.159;Roche Team Projekt SGU;;;3251601631;Geb. 8.631 Restst.;;;;;;178.50;;6729776;capex;5;5.2;5.2.15-O;EUR;178.50;EUR;1.500;0;;;6729776;
616401339178820012022;2022-07-25;2022-07-25;WE;Goods receipt;9110211660;1;10110071;CAT GMBH;;C.32.00734.442.0;;C.32.00734.442.062.171;Extern HLKK;212203801;DIA GR/IR NON-TRADE;;;;L1C44xP: TPK TGA;;;;2000.00;;5006185437;capex;6;6.2;6.2.17-C;EUR;2000.00;EUR;0;0;Y;;5006185437;
616401248669390022020;2020-11-23;2020-11-23;WE;Goods receipt;6000738008;20;10113917;RICKINGER GMBH;;C.32.00398.221.0;;C.32.00398.221.028.229;Ausbau (KST);212203801;DIA GR/IR NON-TRADE;1205311111;pRED Center Mgmt;;L221BP E300 West Malerarbeiten Kosten;;;;1000.00;;5004395575;capex;2;2.8;2.8.22-O;EUR;1000.00;EUR;0;0;N;;5004395575;
616403299554433982024;2024-03-25;2024-03-26;;;;0;;-;;C.32.00734.442.0;;C.32.00734.442.052.141;Roche Team Qualifizierung;;;;;;;;;;1988.00;2024-03-26;10099654;capex;5;5.2;5.2.14-C;EUR;1988.00;EUR;14.000;0;;;10099654;
616401317837300012022;2022-02-25;2022-02-25;WE;Goods receipt;9110164959;2;10231376;EMPOSO GMBH;;C.32.00734.442.0;;C.32.00734.442.062.151;Extern Projekt SGU;212203801;DIA GR/IR NON-TRADE;;;;1.NT L1C44XP SHE SPOC DD;;;;6000.00;;5005751537;capex;6;6.2;6.2.15-C;EUR;6000.00;EUR;0;0;Y;;5005751537;
616401329773210012022;2022-05-17;2022-05-17;WE;Goods receipt;9110167163;3;10117706;AIRITSYSTEMS GMBH;;C.32.00734.442.0;;C.32.00734.442.062.201;Extern Spezialisten;212203801;DIA GR/IR NON-TRADE;;;;2.NT L1C44XP Awaro Support;;;;242.25;;5005993563;capex;6;6.2;6.2.20-C;EUR;242.25;EUR;0;0;Y;;5005993563;
616402031899090022022;2022-12-15;2022-12-15;;;;0;;-;;C.32.03665.100.1;;C.32.03665.100.174.109;Travel;;;3253510477;DOZ BCMP;;11.11.2022 - Bewirtung von Mitarbeitenden;;;;262.18;;;capex;7;7.4;7.4.10-O;EUR;262.18;EUR;0;0;;;;
616401383571560022023;2023-04-26;2023-06-12;IR;;;0;10119285;BIO-LANDHOTEL MOARWI;0000000000016689;C.32.03665.100.1;;C.32.03665.100.174.109;Travel;;;3253510477;DOZ BCMP;;Bewirtung fremde Getranke;;;2023-04-26;273.26;2023-06-12;5102508868;capex;7;7.4;7.4.10-O;EUR;273.26;EUR;0;0;;;5102508868;
616401318448080082022;2022-03-01;2022-03-01;KX;Employee Expenses;;0;44410290;;;C.32.03665.100.1;;C.32.03665.100.174.109;Travel;;;3253510477;DOZ BCMP;;Daily Allowance (gross)|;;;;28.00;;604817  1;capex;7;7.4;7.4.10-O;EUR;28.00;EUR;0;801225;;;604817  1;
616402045294030182025;2025-11-05;2025-11-05;;;;0;;-;;C.32.03665.100.1;;C.32.03665.100.174.109;Travel;;;3253510477;DOZ BCMP;;Umb. Reisekosten Bel. 150856097/2 - Kevin Weiland;;;;-43.00;2025-11-10;204524885;capex;7;7.4;7.4.10-O;EUR;-43.00;EUR;0;0;;;204524885;
616403286827890052023;2023-10-25;2023-10-25;;;;0;;-;;C.32.03665.100.1;;C.32.03665.100.181.003;Cleaning Validation;;;;;;_BCMP - Cleaning Validation korr. Juli;;;;-40619.04;2023-10-25;;capex;0;0.0;0.0.00-C;EUR;-40619.04;EUR;-264.000;0;;;;
616403342725473762025;2025-08-11;2025-08-14;;;;0;;-;;C.32.03665.100.1;;C.32.03665.100.181.005;Method Validation;;;;;;;;;;125.27;2025-08-14;11319829;capex;0;0.0;0.0.00-C;EUR;125.27;EUR;1.500;0;;;11319829;
616401511479740012025;2025-11-06;2025-11-06;WE;Goods receipt;P000795052;1;10108730;KRAEMMEL GMBH & CO.;;C.32.03665.200.0;;C.32.03665.200.022.001;S - Core & Shell;212203801;DIA GR/IR NON-TRADE;;;;Werkvertrag - BCMP_Rohbau VE02-1;;;;447011.91;2025-11-06;5009722487;capex;0;0.0;0.0.00-C;EUR;447011.91;EUR;0;0;N;;5009722487;
616403350674620532025;2025-11-26;2025-11-26;;;;0;;-;;C.32.03665.200.1;;C.32.03665.200.152.101;S- Civil internal;;;;;;_BCMP - S Civil internal;;;;56580.48;2025-11-27;;capex;5;5.2;5.2.10-C;EUR;56580.48;EUR;528.000;0;;;;
616403262277035332022;2022-12-20;2022-12-20;;;;0;;-;;C.32.03665.200.1;;C.32.03665.200.152.101;S- Civil internal;;;;;;;;;;6885.00;;8675218;capex;5;5.2;5.2.10-C;EUR;6885.00;EUR;45.000;0;;;8675218;
616403245923081762022;2022-05-23;2022-05-30;;;;0;;-;;C.32.03665.200.1;;C.32.03665.200.152.101;S- Civil internal;;;;;;;;;;3213.00;;7931798;capex;5;5.2;5.2.10-C;EUR;3213.00;EUR;21.000;0;;;7931798;
616403253664566922022;2022-08-29;2022-09-06;;;;0;;-;;C.32.03665.200.1;;C.32.03665.200.152.101;S- Civil internal;;;;;;;;;;-1300.50;;8268616;capex;5;5.2;5.2.10-C;EUR;-1300.50;EUR;-8.500;0;;;8268616;
616403267417221522023;2023-02-27;2023-02-28;;;;0;;-;;C.32.03665.200.1;;C.32.03665.200.152.101;S- Civil internal;;;;;;;;;;1820.00;2023-02-28;8911123;capex;5;5.2;5.2.10-C;EUR;1820.00;EUR;13.000;0;;;8911123;
616401451804620012024;2024-10-07;2024-10-07;WE;Goods receipt;9110219219;2;10116861;HWP PLANUNG GMBH;;C.32.03665.200.1;;C.32.03665.200.162.101;S- Civil external;212203801;DIA GR/IR NON-TRADE;;;;1.NT BCMP Generalplaner CD/BD Ph.;;;;-876479.60;2024-10-07;5008501552;capex;6;6.2;6.2.10-C;EUR;-876479.60;EUR;0;0;N;;5008501552;
616401515011340012025;2025-11-28;2025-11-28;WE;Goods receipt;P001426658;1;10110071;CAT GMBH;;C.32.03665.200.1;;C.32.03665.200.162.101;S- Civil external;212203801;DIA GR/IR NON-TRADE;;;;BCMP-OK229_TPK-Dokumentenmanagement.lt.;;;;14799.00;2025-11-28;5009792094;capex;6;6.2;6.2.10-C;EUR;14799.00;EUR;0;0;N;;5009792094;
616403285372963982023;2023-10-06;2023-10-06;;;;0;;-;;C.32.03665.300.1;;C.32.03665.300.152.111;C-Process internal;;;;;;;;;;896.00;2023-10-06;9631737;capex;5;5.2;5.2.11-C;EUR;896.00;EUR;6.400;0;;;9631737;
616403249635461642022;2022-07-14;2022-07-15;;;;0;;-;;C.32.03665.300.1;;C.32.03665.300.152.111;C-Process internal;;;;;;;;;;7370.00;;8102651;capex;5;5.2;5.2.11-C;EUR;7370.00;EUR;67.000;0;;;8102651;
616403322699264122024;2024-12-16;2024-12-31;;;;0;;-;;C.32.03665.300.1;;C.32.03665.300.152.111;C-Process internal;;;;;;;;;;10082.00;2024-12-16;10808927;capex;5;5.2;5.2.11-C;EUR;10082.00;EUR;71.000;0;;;10808927;
616403279441614882023;2023-07-25;2023-07-25;;;;0;;-;;C.32.03665.300.1;;C.32.03665.300.152.111;C-Process internal;;;;;;;;;;896.00;2023-07-25;9442690;capex;5;5.2;5.2.11-C;EUR;896.00;EUR;6.400;0;;;9442690;
616403314207081042024;2024-09-06;2024-09-06;;;;0;;-;;C.32.03665.300.1;;C.32.03665.300.152.121;C-Process Automation internal;;;;;;;;;;262.50;2024-09-06;10560746;capex;5;5.2;5.2.12-C;EUR;262.50;EUR;2.500;0;;;10560746;
616403318735570832024;2024-10-31;2024-10-31;;;;0;;-;;C.32.03665.300.1;;C.32.03665.300.152.121;C-Process Automation internal;;;;;;;;;;832.00;2024-10-31;10705856;capex;5;5.2;5.2.12-C;EUR;832.00;EUR;8.000;0;;;10705856;
616403248004002932022;2022-06-06;2022-06-24;;;;0;;-;;C.32.03665.300.1;;C.32.03665.300.152.121;C-Process Automation internal;;;;;;;;;;6579.00;;8023817;capex;5;5.2;5.2.12-C;EUR;6579.00;EUR;43.000;0;;;8023817;
616401423549560012024;2024-03-21;2024-03-27;IR;;P000651498;1;10111095;DRAEGER SAFETY AG &;0000002902937904;C.32.03665.300.1;;C.32.03665.300.152.151;C-SHE internal;;;;;;Aktivkohleroehrchen G .50 Roehrchen - Best;;3% 14 DAYS 30 DAYS NET;2024-04-20;234.00;2024-03-27;5110531388;capex;5;5.2;5.2.15-C;EUR;234.00;EUR;0;0;Y;;5110531388;0.00
616401494684340012025;2025-07-17;2025-07-17;WE;Goods receipt;P000568815;1;10121111;CENGURU GMBH;;C.32.03665.300.1;;C.32.03665.300.162.111;C-Process external;212203801;DIA GR/IR NON-TRADE;;;;BCMP-OD2012_Geraetemanagement BD-Phase;;;;8302.00;2025-07-17;5009385285;capex;6;6.2;6.2.11-C;EUR;8302.00;EUR;0;0;N;;5009385285;
616401411779920012024;2024-01-08;2024-01-09;IR;;P000374252;2;10471695;EPMC GMBH;INV-716-Y2023-00;C.32.03665.300.1;;C.32.03665.300.162.121;C-Process Automation external;;;;;;1.NT BCMP_C-OK207_TPK-Koord.Ausschreibun;;60 DAYS NET;2024-03-08;14222.25;2024-01-09;5110387165;capex;6;6.2;6.2.12-C;EUR;14222.25;EUR;0;0;N;;5110387165;0.00
616403350832601942025;2025-11-25;2025-11-30;;;;0;;-;;C.32.03665.300.0;;C.32.03665.300.044.101;Automation;;;;;;;;;;3392.00;2025-11-28;11536381;capex;4;4.4;4.4.10-C;EUR;3392.00;EUR;32.000;0;;;11536381;
616403336094650262025;2025-05-30;2025-05-31;;;;0;;-;;C.32.03665.300.1;;C.32.03665.300.152.111;C-Process internal;;;;;;;;;;6570.00;2025-05-29;11166827;capex;5;5.2;5.2.11-C;EUR;6570.00;EUR;45.000;0;;;11166827;
616403340760080412025;2025-07-21;2025-07-25;;;;0;;-;;C.32.03665.300.1;;C.32.03665.300.152.121;C-Process Automation internal;;;;;;;;;;3392.00;2025-07-25;11284246;capex;5;5.2;5.2.12-C;EUR;3392.00;EUR;32.000;0;;;11284246;
616403280454925372023;2023-08-04;2023-08-04;;;;0;;-;;C.32.03665.300.1;;C.32.03665.300.152.151;C-SHE internal;;;;;;;;;;2085.00;2023-08-04;9473857;capex;5;5.2;5.2.15-C;EUR;2085.00;EUR;15.000;0;;;9473857;
616401521538070012026;2026-01-09;2026-01-13;IR;;P000374252;3;10471695;EPMC GMBH;INV-716-Y2025-0*;C.32.03665.300.1;;C.32.03665.300.162.121;C-Process Automation external;;;;;;2.NT BCMP_C-OK207_NT02_TPK-Proz.-Rohrltg;;60 DAYS NET;2026-03-13;16000.00;2026-01-13;5111673198;capex;6;6.2;6.2.12-C;EUR;16000.00;EUR;0;0;N;;5111673198;0.00
616403345756561582025;2025-09-18;2025-09-23;;;;0;;-;;C.32.03665.300.1;;C.32.03665.300.152.121;C-Process Automation internal;;;;;;;;;;424.00;2025-09-23;11392501;capex;5;5.2;5.2.12-C;EUR;424.00;EUR;4.000;0;;;11392501;
616403314651970022024;2024-09-13;2024-09-13;;;;0;;-;;C.32.03665.400.1;;C.32.03665.400.152.111;B-Process internal;;;;;;BCMP Bio Sunk Cost;;;;-3940.00;2024-09-13;;capex;5;5.2;5.2.11-C;EUR;-3940.00;EUR;-40.000;0;;;;
616403320778350322024;2024-11-07;2024-11-25;;;;0;;-;;C.32.03665.300.1;;C.32.03665.300.152.111;C-Process internal;;;;;;;;;;11360.00;2024-11-25;10715183;capex;5;5.2;5.2.11-C;EUR;11360.00;EUR;80.000;0;;;10715183;
616403274282862452023;2023-05-24;2023-05-24;;;;0;;-;;C.32.03665.300.1;;C.32.03665.300.152.121;C-Process Automation internal;;;;;;;;;;22820.00;2023-05-24;9216997;capex;5;5.2;5.2.12-C;EUR;22820.00;EUR;163.000;0;;;9216997;
616403311250546232024;2024-08-05;2024-08-06;;;;0;;-;;C.32.03665.300.1;;C.32.03665.300.152.121;C-Process Automation internal;;;;;;;;;;105.00;2024-08-06;10475137;capex;5;5.2;5.2.12-C;EUR;105.00;EUR;1.000;0;;;10475137;
616403259331172182022;2022-11-15;2022-11-21;;;;0;;-;;C.32.03665.300.1;;C.32.03665.300.152.141;C-Qualification internal;;;;;;;;;;1071.00;;8536326;capex;5;5.2;5.2.14-C;EUR;1071.00;EUR;9.000;0;;;8536326;
616403293817946272024;2024-01-22;2024-01-22;;;;0;;-;;C.32.03665.300.1;;C.32.03665.300.152.121;C-Process Automation internal;;;;;;;;;;20800.00;2024-01-22;9907284;capex;5;5.2;5.2.12-C;EUR;20800.00;EUR;20.000;0;;;9907284;
616401452194770012024;2024-10-09;2024-10-09;WE;Goods receipt;9110205564;5;10406034;SPIEGLTEC GMBH CONSU;;C.32.03665.300.1;;C.32.03665.300.162.111;C-Process external;212203801;DIA GR/IR NON-TRADE;;;;4.NT C-OK209_NT-TPK-Prozess-Verlaeng.BD;;;;49077.21;2024-10-09;5008510844;capex;6;6.2;6.2.11-C;EUR;49077.21;EUR;0;0;N;;5008510844;
616403348612253442025;2025-10-20;2025-10-30;;;;0;;-;;C.32.03665.300.0;;C.32.03665.300.044.101;Automation;;;;;;;;;;1696.00;2025-10-30;11475625;capex;4;4.4;4.4.10-C;EUR;1696.00;EUR;16.000;0;;;11475625;
616401518111500012025;2025-12-16;2025-12-16;WE;Goods receipt;P000837309;4;10116415;IDONEUS ANLAGENBAU G;;C.32.03665.300.0;;C.32.03665.300.031.141;Reaktor Skids Filterreaktoren HPLC;212203801;DIA GR/IR NON-TRADE;;;;3. NT BCMP VP05 Stufe 2 DD-Plng + Equipm;;;;2322000.00;2025-12-16;5009851294;capex;3;3.1;3.1.14-C;EUR;2322000.00;EUR;0;0;N;;5009851294;
616403315287152662024;2024-09-16;2024-09-20;;;;0;;-;;C.32.03665.300.1;;C.32.03665.300.152.111;C-Process internal;;;;;;;;;;3405.60;2024-09-20;10597145;capex;5;5.2;5.2.11-C;EUR;3405.60;EUR;24.000;0;;;10597145;
616403324247600892025;2025-01-07;2025-01-13;;;;0;;-;;C.32.03665.300.1;;C.32.03665.300.152.111;C-Process internal;;;;;;;;;;1168.00;2025-01-13;10851768;capex;5;5.2;5.2.11-C;EUR;1168.00;EUR;8.000;0;;;10851768;
616403257783830322022;2022-10-27;2022-10-27;;;;0;;-;;C.32.03665.300.1;;C.32.03665.300.181.101;C-User team;;;;;;Chemical user Oct;;;;6419.22;;;capex;8;8.1;8.1.10-C;EUR;6419.22;EUR;83.000;0;;;;
616403314652980022024;2024-09-13;2024-09-13;;;;0;;-;;C.32.03665.400.1;;C.32.03665.400.152.111;B-Process internal;;;;;;BCMP Bio Sunk Cost;;;;-2148.00;2024-09-13;;capex;5;5.2;5.2.11-C;EUR;-2148.00;EUR;-24.000;0;;;;
616401356430000122022;2022-11-24;2022-11-24;KX;Employee Expenses;;0;44405061;;;C.32.03665.400.1;;C.32.03665.400.152.121;B-Process Automation internal;;;3252100002;TechnicalEngineering;;Miscellaneous - T&E|Uebernachtung wegen MES Worksh;;;;0.00;;1036508 1;capex;5;5.2;5.2.12-C;EUR;4.10;EUR;0;756270;;;1036508 1;
616403347150190562025;2025-10-09;2025-10-09;;;;0;;-;;C.32.03665.300.1;;C.32.03665.300.152.121;C-Process Automation internal;;;;;;;;;;954.00;2025-10-09;11428993;capex;5;5.2;5.2.12-C;EUR;954.00;EUR;9.000;0;;;11428993;
616403255427850232022;2022-09-28;2022-09-28;;;;0;;-;;C.32.03665.300.1;;C.32.03665.300.181.101;C-User team;;;;;;Chemical user Sep;;;;6898.32;;;capex;8;8.1;8.1.10-C;EUR;6898.32;EUR;78.000;0;;;;
616403333209700712025;2025-04-28;2025-04-30;;;;0;;-;;C.32.03665.300.1;;C.32.03665.300.152.151;C-SHE internal;;;;;;;;;;1752.00;2025-04-28;11091606;capex;5;5.2;5.2.15-C;EUR;1752.00;EUR;12.000;0;;;11091606;
616401355640410042022;2022-11-19;2022-11-19;KX;Employee Expenses;;0;44405373;;;C.32.03665.100.1;;C.32.03665.100.174.109;Travel;;;3252100003;PM&PCE DOM DOS Portf;;Public Transport|FAT bei VTU Wien;;;;0.00;;1166433 1;capex;7;7.4;7.4.10-O;EUR;14.10;EUR;0;766269;;;1166433 1;
616401504433130022025;2025-09-23;2025-09-23;WE;Goods receipt;P000374252;5;10471695;EPMC GMBH;;C.32.03665.300.1;;C.32.03665.300.162.121;C-Process Automation external;212203801;DIA GR/IR NON-TRADE;;;;4. NT BCMP OK207_TPK Prozess;;;;7375.00;2025-09-23;5009586709;capex;6;6.2;6.2.12-C;EUR;7375.00;EUR;0;0;N;;5009586709;
616403282166023712023;2023-08-29;2023-08-29;;;;0;;-;;C.32.03665.400.1;;C.32.03665.400.152.111;B-Process internal;;;;;;;;;;1182.00;2023-08-29;9532008;capex;5;5.2;5.2.11-C;EUR;1182.00;EUR;12.000;0;;;9532008;
616403248315546472022;2022-06-27;2022-06-28;;;;0;;-;;C.32.03665.200.1;;C.32.03665.200.152.101;S- Civil internal;;;;;;;;;;880.00;;8041194;capex;5;5.2;5.2.10-C;EUR;880.00;EUR;8.000;0;;;8041194;
616403248200460922022;2022-06-27;2022-06-27;;;;0;;-;;C.32.03665.200.1;;C.32.03665.200.152.101;S- Civil internal;;;;;;;;;;841.50;;8028012;capex;5;5.2;5.2.10-C;EUR;841.50;EUR;5.500;0;;;8028012;
616403266938770022023;2023-02-23;2023-02-23;;;;0;;-;;C.32.03665.300.1;;C.32.03665.300.152.111;C-Process internal;;;;;;;;;;11352.00;2023-02-23;;capex;5;5.2;5.2.11-C;EUR;11352.00;EUR;88.000;0;;;;
616403257325445732022;2022-10-24;2022-10-24;;;;0;;-;;C.32.03665.300.1;;C.32.03665.300.152.121;C-Process Automation internal;;;;;;;;;;8640.00;;8429119;capex;5;5.2;5.2.12-C;EUR;8640.00;EUR;60.000;0;;;8429119;
616403264541040832023;2023-01-23;2023-01-25;;;;0;;-;;C.32.03665.300.1;;C.32.03665.300.152.151;C-SHE internal;;;;;;;;;;139.00;2023-01-25;8770497;capex;5;5.2;5.2.15-C;EUR;139.00;EUR;1.000;0;;;8770497;
