changes.impactEstimation.calculator.laborRate;Labor Rate ($/hour);Arbeitsrate ($/Stunde);Taux de main-d'œuvre ($/heure);Tasa de mano de obra ($/hora);Stawka pracy ($/godzina);Arbeitsrate ($/Stund);
changes.impactEstimation.calculator.additionalEquipmentDays;Additional Equipment Days;Zusätzliche Ausrüstungstage;Jours d'équipement supplémentaires;Días de equipo adicionales;Dodatkowe dni sprzętu;Zusätzlichi Ausrüstigstäg;
changes.impactEstimation.calculator.overheadPercentage;Overhead Percentage (%);Overhead-Prozentsatz (%);Pourcentage des frais généraux (%);Porcentaje de overhead (%);Procent overhead (%);Overhead-Prozentsatz (%);
changes.impactEstimation.calculator.contingencyPercentage;Contingency Percentage (%);Kontingenz-Prozentsatz (%);Pourcentage de contingence (%);Porcentaje de contingencia (%);Procent kontyngencji (%);Kontingenz-Prozentsatz (%);
changes.impactEstimation.calculator.scheduleFactors;Schedule Factors;Zeitplanfaktoren;Facteurs de calendrier;Factores de calendario;Czynniki harmonogramu;Ziitplanfaktore;
changes.impactEstimation.calculator.criticalPathImpact;Critical Path Impact;Einfluss auf den kritischen Pfad;Impact sur le chemin critique;Impacto en la ruta crítica;Wpływ na ścieżkę krytyczną;Einfluss uf de kritische Pfad;
changes.impactEstimation.calculator.parallelWorkPossible;Parallel Work Possible;Parallele Arbeit möglich;Travail parallèle possible;Trabajo paralelo posible;Praca równoległa możliwa;Parallel Arbeit möglich;
changes.impactEstimation.calculator.weatherDependent;Weather Dependent;Wetterabhängig;Dépendant de la météo;Dependiente del clima;Zależne od pogody;Wetterabhängig;
changes.impactEstimation.calculator.resourceAvailability;Resource Availability (0.1 - 1.0);Ressourcenverfügbarkeit (0.1 - 1.0);Disponibilité des ressources (0.1 - 1.0);Disponibilidad de recursos (0.1 - 1.0);Dostępność zasobów (0.1 - 1.0);Ressourcenverfügbarkeit (0.1 - 1.0);
changes.impactEstimation.calculator.riskFactors;Risk Factors;Risikofaktoren;Facteurs de risque;Factores de riesgo;Czynniki ryzyka;Risikofaktore;
changes.impactEstimation.calculator.technicalComplexity;Technical Complexity;Technische Komplexität;Complexité technique;Complejidad técnica;Złożoność techniczna;Technischi Komplexität;
changes.impactEstimation.calculator.regulatoryImpact;Regulatory Impact;Regulatorischer Einfluss;Impact réglementaire;Impacto regulatorio;Wpływ regulacyjny;Regulatorischer Einfluss;
changes.impactEstimation.calculator.stakeholderImpact;Stakeholder Impact;Stakeholder-Einfluss;Impact sur les parties prenantes;Impacto en los interesados;Wpływ na interesariuszy;Stakeholder-Einfluss;
changes.impactEstimation.calculator.externalDependencies;External Dependencies;Externe Abhängigkeiten;Dépendances externes;Dependencias externas;Zależności zewnętrzne;Externe Abhängigkeite;
changes.impactEstimation.calculator.low;Low;Niedrig;Faible;Bajo;Niski;Niedrig;
changes.impactEstimation.calculator.medium;Medium;Mittel;Moyen;Medio;Średni;Mittel;
changes.impactEstimation.calculator.high;High;Hoch;Élevé;Alto;Wysoki;Hoch;
changes.impactEstimation.calculator.currentEstimate;Current Estimate;Aktuelle Schätzung;Estimation actuelle;Estimación actual;Bieżące szacowanie;Aktuelli Schätzig;
changes.impactEstimation.calculator.costImpact;Cost Impact;Kosteneinfluss;Impact sur les coûts;Impacto en el costo;Wpływ na koszty;Kosteeinfluss;
changes.impactEstimation.calculator.scheduleImpact;Schedule Impact;Zeitplaneinfluss;Impact sur le calendrier;Impacto en el calendario;Wpływ na harmonogram;Ziitplaneinfluss;
changes.impactEstimation.calculator.additionalResources;Additional Resources;Zusätzliche Ressourcen;Ressources supplémentaires;Recursos adicionales;Dodatkowe zasoby;Zusätzlichi Ressourcen;
changes.impactEstimation.calculator.newRisks;New Risks;Neue Risiken;Nouveaux risques;Nuevos riesgos;Nowe ryzyka;Neui Risike;
changes.impactEstimation.calculator.confidenceLevel;Confidence Level;Vertrauensniveau;Niveau de confiance;Nivel de confianza;Poziom zaufania;Vertrauensniveau;
changes.impactEstimation.calculator.calculateImpact;Calculate Impact;Auswirkung berechnen;Calculer l'impact;Calcular impacto;Oblicz wpływ;Auswirkig berechne;
changes.impactEstimation.calculator.calculating;Calculating...;Berechnen...;Calcul en cours...;Calculando...;Obliczanie...;Berechne...;
changes.impactEstimation.calculator.templateApplied;Template Applied;Vorlage angewendet;Modèle appliqué;Plantilla aplicada;Szablon zastosowany;Vorlag awendet;
changes.impactEstimation.scenarios.title;What-If Scenarios;What-If-Szenarien;Scénarios hypothétiques;Escenarios hipotéticos;Scenariusze co-jeśli;What-If-Szenarie;
changes.impactEstimation.scenarios.createScenario;Create Scenario;Szenario erstellen;Créer un scénario;Crear escenario;Utwórz scenariusz;Szenario erstelle;
changes.impactEstimation.scenarios.scenarioName;Scenario Name;Szenarioname;Nom du scénario;Nombre del escenario;Nazwa scenariusza;Szenarionaam;
changes.impactEstimation.scenarios.scenarioNamePlaceholder;e.g., Optimistic Timeline;z. B. Optimistischer Zeitplan;p. ex., Chronologie optimiste;ej., Línea de tiempo optimista;np. Optymistyczny harmonogram;z. B. Optimistischer Ziitplan;
changes.impactEstimation.scenarios.description;Description;Beschreibung;Description;Descripción;Opis;Beschreibig;
changes.impactEstimation.scenarios.descriptionPlaceholder;Optional description of this scenario;Optionale Beschreibung dieses Szenarios;Description optionnelle de ce scénario;Descripción opcional de este escenario;Opcjonalny opis tego scenariusza;Optionali Beschreibig vo dem Szenario;
changes.impactEstimation.scenarios.adjustments;Scenario Adjustments;Szenarioanpassungen;Ajustements de scénario;Ajustes de escenario;Dostosowania scenariusza;Szenarioanpassige;
changes.impactEstimation.scenarios.costAdjustment;Cost Adjustment (%);Kostenanpassung (%);Ajustement des coûts (%);Ajuste de costos (%);Dostosowanie kosztów (%);Kostenanpassig (%);
changes.impactEstimation.scenarios.scheduleAdjustment;Schedule Adjustment (%);Zeitplananpassung (%);Ajustement du calendrier (%);Ajuste de calendario (%);Dostosowanie harmonogramu (%);Ziitplananpassig (%);
changes.impactEstimation.scenarios.resourceAdjustment;Resource Adjustment (%);Ressourcenanpassung (%);Ajustement des ressources (%);Ajuste de recursos (%);Dostosowanie zasobów (%);Ressourcenanpassig (%);
changes.impactEstimation.scenarios.riskAdjustment;Risk Adjustment (%);Risikoanpassung (%);Ajustement des risques (%);Ajuste de riesgos (%);Dostosowanie ryzyka (%);Risikoanpassig (%);
changes.impactEstimation.scenarios.results;Scenario Results;Szenarioergebnisse;Résultats du scénario;Resultados de escenario;Wyniki scenariusza;Szenarioergebnis;
changes.impactEstimation.scenarios.compareScenarios;Compare Scenarios;Szenarien vergleichen;Comparer les scénarios;Comparar escenarios;Porównaj scenariusze;Szenarie vergleiche;
changes.impactEstimation.scenarios.deleteScenario;Delete Scenario;Szenario löschen;Supprimer le scénario;Eliminar escenario;Usuń scenariusz;Szenario lösche;
changes.impactEstimation.scenarios.deleteConfirm;Are you sure you want to delete this scenario?;Sind Sie sicher, dass Sie dieses Szenario löschen möchten?;Êtes-vous sûr de vouloir supprimer ce scénario?;¿Está seguro de que quiere eliminar este escenario?;Czy na pewno chcesz usunąć ten scenariusz?;Bisch sicher, dass du das Szenario löschä witt?;
changes.impactEstimation.templates.title;Estimation Templates;Schätzvorlagen;Modèles d'estimation;Plantillas de estimación;Szablony szacowania;Schätzvorlage;
changes.impactEstimation.templates.useTemplate;Use Template;Vorlage verwenden;Utiliser le modèle;Usar plantilla;Użyj szablonu;Vorlag verwende;
changes.impactEstimation.templates.systemTemplate;System Template;Systemvorlage;Modèle système;Plantilla de sistema;Szablon systemowy;Systemvorlag;
changes.impactEstimation.templates.customTemplate;Custom Template;Benutzerdefinierte Vorlage;Modèle personnalisé;Plantilla personalizada;Szablon niestandardowy;Benutzerdefinierti Vorlag;
changes.impactEstimation.templates.recommendedFor;Recommended For;Empfohlen für;Recommandé pour;Recomendado para;Zalecane dla;Empfohle für;
changes.impactEstimation.templates.changeTypes;Change Types;Änderungstypen;Types de changements;Tipos de cambio;Typy zmian;Änderigstypen;
changes.impactEstimation.templates.priorityLevels;Priority Levels;Prioritätsstufen;Niveaux de priorité;Niveles de prioridad;Poziomy priorytetu;Prioritätsstufe;
changes.impactEstimation.templates.costRanges;Cost Ranges;Kostenbereiche;Gammes de coûts;Rangos de costos;Zakresy kosztów;Kostenberich;
changes.impactEstimation.templates.estimationRules;Estimation Rules;Schätzregeln;Règles d'estimation;Reglas de estimación;Reguły szacowania;Schätzregle;
changes.impactEstimation.templates.condition;Condition;Bedingung;Condition;Condición;Warunek;Bedingig;
changes.impactEstimation.templates.adjustment;Adjustment;Anpassung;Ajustement;Ajuste;Dostosowanie;Anpassig;
changes.impactEstimation.templates.description;Description;Beschreibung;Description;Descripción;Opis;Beschreibig;
changes.impactEstimation.templates.saveAsTemplate;Save as Template;Als Vorlage speichern;Enregistrer comme modèle;Guardar como plantilla;Zapisz jako szablon;Als Vorlag speichere;
changes.impactEstimation.loading;Loading...;Laden...;Chargement...;Cargando...;Ładowanie...;Lade...;
changes.analytics.title;Title;Titel;Titre;Título;Tytuł;Titel;
changes.analytics.subtitle;Executive dashboard with KPIs and trends for change management;Executive-Dashboard mit KPIs und Trends für das Change Management;Tableau de bord exécutif avec KPI et tendances pour la gestion des changements;Panel ejecutivo con KPI y tendencias para la gestión de cambios;Panel wykonawczy z KPI i trendami dla zarządzania zmianami;Executive-Dashboard mit KPIs und Trends fürs Change Management;
changes.analytics.refresh;Refresh;Aktualisieren;Actualiser;Actualizar;Odśwież;Aktualisiere;
changes.analytics.export;Export;Exportieren;Exporter;Exportar;Eksportuj;Exportiere;
changes.analytics.filters;Filters;Filter;Filtres;Filtros;Filtry;Filter;
changes.analytics.tabs.overview;Overview;Übersicht;Aperçu;Descripción general;Przegląd;Übersicht;
changes.analytics.tabs.performance;Performance;Leistung;Performance;Rendimiento;Wydajność;Leistig;
changes.analytics.tabs.trends;Trends;Trends;Tendances;Tendencias;Trendy;Trends;
changes.analytics.tabs.projects;Projects;Projekte;Projets;Proyectos;Projekty;Projekte;
changes.analytics.tabs.impact;Impact Analysis;Auswirkungsanalyse;Analyse d'impact;Análisis de impacto;Analiza wpływu;Auswirkigsanalys;
changes.analytics.metrics.totalChanges;Total Changes;Gesamtänderungen;Total des changements;Total de cambios;Łączna liczba zmian;Gesamtänderige;
changes.analytics.metrics.approvalRate;Approval Rate;Genehmigungsrate;Taux d'approbation;Tasa de aprobación;Wskaźnik zatwierdzania;Genehmigigsrate;
changes.analytics.metrics.avgApprovalTime;Avg Approval Time;Durchschnittliche Genehmigungszeit;Temps moyen d'approbation;Tiempo promedio de aprobación;Średni czas zatwierdzania;Durchschnittligi Genehmigigsziit;
changes.analytics.metrics.days;days;Tage;jours;días;dni;Täg;
changes.analytics.metrics.avgImplementation;Avg Implementation;Durchschnittliche Implementierung;Moyenne de mise en œuvre;Promedio de implementación;Średnie wdrożenie;Durchschnittligi Ymplementierig;
changes.analytics.changesByStatus;Changes by Status;Änderungen nach Status;Changements par statut;Cambios por estado;Zmiany według statusu;Änderige no Status;
changes.analytics.changesByType;Changes by Type;Änderungen nach Typ;Changements par type;Cambios por tipo;Zmiany według typu;Änderige no Typ;
changes.analytics.changesByPriority;Changes by Priority;Änderungen nach Priorität;Changements par priorité;Cambios por prioridad;Zmiany według priorytetu;Änderige no Priorität;
changes.analytics.monthlyChangeVolume;Monthly Change Volume Trends;Monatliche Änderungsvolumentrends;Tendances mensuelles du volume de changements;Tendencias mensuales de volumen de cambios;Miesięczne trendy wolumenu zmian;Monatligi Änderigsvolumentrends;
changes.analytics.totalChanges;Total Changes;Gesamtänderungen;Total des changements;Total de cambios;Łączna liczba zmian;Gesamtänderige;
changes.analytics.approvedChanges;Approved Changes;Genehmigte Änderungen;Changements approuvés;Cambios aprobados;Zatwierdzone zmiany;Genehmigti Änderige;
changes.analytics.avgApprovalTime;Avg Approval Time (days);Durchschnittliche Genehmigungszeit (Tage);Temps moyen d'approbation (jours);Tiempo promedio de aprobación (días);Średni czas zatwierdzania (dni);Durchschnittligi Genehmigigsziit (Täg);
changes.analytics.approvalRateTrend;Approval Rate Trend;Genehmigungsratentrend;Tendance du taux d'approbation;Tendencia de tasa de aprobación;Trend wskaźnika zatwierdzania;Genehmigigsratentrend;
changes.analytics.projectChangePerformance;Project Change Performance;Projektänderungsleistung;Performance des changements de projet;Rendimiento de cambios de proyecto;Wydajność zmian projektu;Projektänderigsleistig;
changes.analytics.project;Project;Projekt;Projet;Proyecto;Projekt;Projekt;
changes.analytics.approved;Approved;Genehmigt;Approuvé;Aprobado;Zatwierdzone;Genehmigt;
changes.analytics.approvalRate;Approval Rate;Genehmigungsrate;Taux d'approbation;Tasa de aprobación;Wskaźnik zatwierdzania;Genehmigigsrate;
changes.analytics.avgCostImpact;Avg Cost Impact;Durchschnittlicher Kosteneinfluss;Impact moyen sur les coûts;Impacto promedio en el costo;Średni wpływ na koszty;Durchschnittliger Kosteeinfluss;
changes.analytics.avgScheduleImpact;Avg Schedule Impact;Durchschnittlicher Zeitplaneinfluss;Impact moyen sur le calendrier;Impacto promedio en el calendario;Średni wpływ na harmonogram;Durchschnittliger Ziitplaneinfluss;
changes.analytics.changeVolumeByProject;Change Volume by Project;Änderungsvolumen nach Projekt;Volume de changements par projet;Volumen de cambios por proyecto;Wolumen zmian według projektu;Änderigsvolumen no Projekt;
changes.analytics.highImpactChanges;High Impact Changes;Hochwirksame Änderungen;Changements à fort impact;Cambios de alto impacto;Zmiany o wysokim wpływie;Hochwirksami Änderige;
changes.analytics.changeRequest;Change Request;Änderungsanforderung;Demande de changement;Solicitud de cambio;Żądanie zmiany;Änderigsaforderig;
changes.analytics.costImpact;Cost Impact;Kosteneinfluss;Impact sur les coûts;Impacto en el costo;Wpływ na koszty;Kosteeinfluss;
changes.analytics.scheduleImpact;Schedule Impact;Zeitplaneinfluss;Impact sur le calendrier;Impacto en el calendario;Wpływ na harmonogram;Ziitplaneinfluss;
changes.analytics.status;Status;Status;Statut;Estado;Status;Status;
changes.analytics.costImpactDistribution;Cost Impact Distribution;Verteilung des Kosteneinflusses;Distribution de l'impact sur les coûts;Distribución de impacto en costos;Dystrybucja wpływu na koszty;Verteilung vom Kosteeinfluss;
changes.analytics.scheduleImpactDistribution;Schedule Impact Distribution;Verteilung des Zeitplaneinflusses;Distribution de l'impact sur le calendrier;Distribución de impacto en el calendario;Dystrybucja wpływu na harmonogram;Verteilung vom Ziitplaneinfluss;
changes.analytics.analyticsGenerated;Analytics generated on {date};Analysen generiert am {date};Analyses générées le {date};Análisis generados el {date};Analizy wygenerowane w dniu {date};Analys generiert am {date};
changes.analytics.dateRange;Date range: {from} - {to};Datumsbereich: {from} - {to};Plage de dates : {from} - {to};Rango de fechas: {from} - {to};Zakres dat: {from} - {to};Datumsberich: {from} - {to};
changes.analytics.projectFilter;Project: {projectId};Projekt: {projectId};Projet : {projectId};Proyecto: {projectId};Projekt: {projectId};Projekt: {projectId};
changes.analytics.drillingDown;Drilling down: {metric};Vertiefung: {metric};Exploration en profondeur : {metric};Profundizando: {metric};Zagłębianie: {metric};Vertiefig: {metric};
changes.analytics.loading;Loading...;Laden...;Chargement...;Cargando...;Ładowanie...;Lade...;
changes.analytics.noData;No analytics data available;Keine Analysedaten verfügbar;Aucune donnée d'analyse disponible;No hay datos de análisis disponibles;Brak danych analitycznych;Keini Analysedate verfügbar;
changes.approvalWorkflow.title;Approval Workflow;Genehmigungs-Workflow;Workflow d'approbation;Flujo de aprobación;Przepływ zatwierdzania;Genehmigigs-Workflow;
changes.approvalWorkflow.changeRequestSummary;Change Request Summary;Zusammenfassung der Änderungsanforderung;Résumé de la demande de modification;Resumen de la solicitud de cambio;Podsumowanie żądania zmiany;Zusammenfassig der Änderigsaforderig;
changes.approvalWorkflow.impactSummary;Impact Summary;Zusammenfassung des Einflusses;Résumé de l'impact;Resumen de impacto;Podsumowanie wpływu;Zusammenfassig vom Einfluss;
changes.approvalWorkflow.costImpact;Cost Impact;Kosteneinfluss;Impact sur les coûts;Impacto en el costo;Wpływ na koszty;Kosteeinfluss;
changes.approvalWorkflow.scheduleImpact;Schedule Impact;Zeitplaneinfluss;Impact sur le calendrier;Impacto en el calendario;Wpływ na harmonogram;Ziitplaneinfluss;
changes.approvalWorkflow.criticalPath;Critical Path;Kritischer Pfad;Chemin critique;Ruta crítica;Ścieżka krytyczna;Kritischer Pfad;
changes.approvalWorkflow.affected;Affected;Betroffen;Touché;Afectado;Dotknięte;Betroffe;
changes.approvalWorkflow.notAffected;Not Affected;Nicht betroffen;Non touché;No afectado;Nie dotknięte;Nit betroffe;
changes.approvalWorkflow.newRisks;New Risks;Neue Risiken;Nouveaux risques;Nuevos riesgos;Nowe ryzyka;Neui Risike;
changes.approvalWorkflow.workflowProgress;Workflow Progress;Workflow-Fortschritt;Progression du workflow;Progreso del flujo de trabajo;Postęp przepływu pracy;Workflow-Forschritt;
changes.approvalWorkflow.progress;Progress;Fortschritt;Progression;Progreso;Postęp;Forschritt;
changes.approvalWorkflow.currentStatus;Current Status;Aktueller Status;Statut actuel;Estado actual;Bieżący status;Aktueller Status;
changes.approvalWorkflow.availableActions;Available Actions;Verfügbare Aktionen;Actions disponibles;Acciones disponibles;Dostępne akcje;Verfügbari Aktione;
changes.approvalWorkflow.unavailableActions;Unavailable Actions;Nicht verfügbare Aktionen;Actions non disponibles;Acciones no disponibles;Niedostępne akcje;Nit verfügbari Aktione;
changes.approvalWorkflow.workflowSteps;Workflow Steps;Workflow-Schritte;Étapes du workflow;Pasos del flujo de trabajo;Kroki przepływu pracy;Workflow-Schritt;
changes.approvalWorkflow.completedSteps;Completed Steps;Abgeschlossene Schritte;Étapes terminées;Pasos completados;Ukończone kroki;Abgschlosseni Schritt;
changes.approvalWorkflow.currentStep;Current Step;Aktueller Schritt;Étape actuelle;Paso actual;Bieżący krok;Aktueller Schritt;
changes.approvalWorkflow.upcomingSteps;Upcoming Steps;Kommende Schritte;Étapes à venir;Pasos próximos;Nadchodzące kroki;Kommendi Schritt;
changes.approvalWorkflow.makeDecision;Make Workflow Decision;Workflow-Entscheidung treffen;Prendre une décision de workflow;Tomar decisión de flujo de trabajo;Podjąć decyzję przepływu pracy;Workflow-Entscheidig treffe;
changes.approvalWorkflow.action;Action;Aktion;Action;Acción;Akcja;Aktion;
changes.approvalWorkflow.comments;Comments;Kommentare;Commentaires;Comentarios;Komentarze;Kommentare;
changes.approvalWorkflow.commentsRequired;* (required);* (erforderlich);* (requis);* (requerido);* (wymagane);* (erforderlich);
changes.approvalWorkflow.commentsOptional;(optional);(optional);(optionnel);(opcional);(opcjonalne);(optional);
changes.approvalWorkflow.commentsPlaceholder.approve;Optional comments about the approval...;Optionale Kommentare zur Genehmigung...;Commentaires optionnels sur l'approbation...;Comentarios opcionales sobre la aprobación...;Opcjonalne komentarze dotyczące zatwierdzenia...;Optionali Kommentare zur Genehmigig...;
changes.approvalWorkflow.commentsPlaceholder.reject;Please explain why this change is being rejected...;Bitte erklären Sie, warum diese Änderung abgelehnt wird...;Veuillez expliquer pourquoi ce changement est rejeté...;Por favor, explique por qué se rechaza este cambio...;Proszę wyjaśnij, dlaczego ta zmiana jest odrzucana...;Bitte erkläre, warums die Änderig ablehnt wird...;
changes.approvalWorkflow.commentsPlaceholder.requestInfo;What additional information is needed?;Welche zusätzlichen Informationen werden benötigt?;Quelles informations supplémentaires sont nécessaires?;¿Qué información adicional se necesita?;Jakie dodatkowe informacje są potrzebne?;Welchi zusätzlichi Info werde benötigt?;
changes.approvalWorkflow.commentsPlaceholder.delegate;Reason for delegation...;Grund für Delegation...;Raison de la délégation...;Razón para la delegación...;Powód delegacji...;Grund für Delegation...;
changes.approvalWorkflow.commentsPlaceholder.default;Add your comments...;Fügen Sie Ihre Kommentare hinzu...;Ajoutez vos commentaires...;Añada sus comentarios...;Dodaj swoje komentarze...;Füeg dini Kommentare hinzu...;
changes.approvalWorkflow.approvalConditions;Approval Conditions (Optional);Genehmigungsbedingungen (Optional);Conditions d'approbation (Optionnel);Condiciones de aprobación (Opcional);Warunki zatwierdzenia (Opcjonalne);Genehmigigsbedingige (Optional);
changes.approvalWorkflow.approvalConditionsPlaceholder;Any conditions or requirements for this approval...;Jegliche Bedingungen oder Anforderungen für diese Genehmigung...;Toutes conditions ou exigences pour cette approbation...;Cualquier condición o requisito para esta aprobación...;Dowolne warunki lub wymagania dla tego zatwierdzenia...;Jeglichi Bedingige oder Aforderige für die Genehmigig...;
changes.approvalWorkflow.delegateTo;Delegate To *;Delegieren an *;Déléguer à *;Delegar a *;Deleguj do *;Delegiere an *;
changes.approvalWorkflow.delegateToPlaceholder;Enter user ID or email to delegate to...;Benutzer-ID oder E-Mail für Delegation eingeben...;Entrer l'ID utilisateur ou l'e-mail pour déléguer...;Ingrese ID de usuario o email para delegar...;Wprowadź ID użytkownika lub e-mail do delegowania...;Benutzer-ID oder E-Mail für Delegation iigäbe...;
changes.approvalWorkflow.cancel;Cancel;Abbrechen;Annuler;Cancelar;Anuluj;Abbreche;
changes.approvalWorkflow.submitDecision;Submit Decision;Entscheidung einreichen;Soumettre la décision;Enviar decisión;Prześlij decyzję;Entscheidig iireiche;
changes.approvalWorkflow.requestedBy;Requested by;Angefordert von;Demandé par;Solicitado por;Żądane przez;Afrogert vo;
changes.approvalWorkflow.requested;Requested;Angefordert;Demandé;Solicitado;Żądane;Afrogert;
changes.approvalWorkflow.requiredBy;Required by;Erforderlich von;Requis par;Requerido por;Wymagane przez;Erforderlich vo;
changes.approvalWorkflow.decisions.approve;Approve;Genehmigen;Approuver;Aprobar;Zatwierdź;Genehmige;
changes.approvalWorkflow.decisions.reject;Reject;Ablehnen;Rejeter;Rechazar;Odrzuć;Ablehne;
changes.approvalWorkflow.decisions.requestInfo;Request Info;Information anfordern;Demander des infos;Solicitar información;Poproś o informacje;Info afroge;
changes.approvalWorkflow.decisions.delegate;Delegate;Delegieren;Déléguer;Delegar;Deleguj;Delegiere;
changes.approvalWorkflow.loading;Loading...;Laden...;Chargement...;Cargando...;Ładowanie...;Lade...;
changes.approvalWorkflow.notFound;Change request not found;Änderungsanforderung nicht gefunden;Demande de modification non trouvée;Solicitud de cambio no encontrada;Żądanie zmiany nie znalezione;Änderigsaforderig nit gfunde;
changes.approvalWorkflow.notFoundMessage;Unable to load the change request for approval.;Die Änderungsanforderung für die Genehmigung konnte nicht geladen werden.;Impossible de charger la demande de modification pour approbation.;No se puede cargar la solicitud de cambio para aprobación.;Nie można załadować żądania zmiany do zatwierdzenia.;Die Änderigsaforderig für die Genehmigig chonn nit glade werde.;
changes.requestForm.title;Title *;Titel *;Titre *;Título *;Tytuł *;Titel *;
changes.requestForm.editTitle;Edit Change Request;Änderungsanforderung bearbeiten;Modifier la demande de modification;Editar solicitud de cambio;Edytuj żądanie zmiany;Änderigsaforderig bearbeite;
changes.requestForm.basicInformation;Basic Information;Grundlegende Informationen;Informations de base;Información básica;Podstawowe informacje;Grundlegendi Info;
changes.requestForm.titlePlaceholder;Brief description of the change;Kurze Beschreibung der Änderung;Brève description du changement;Breve descripción del cambio;Krótki opis zmiany;Churzi Beschreibig der Änderig;
changes.requestForm.project;Project *;Projekt *;Projet *;Proyecto *;Projekt *;Projekt *;
changes.requestForm.selectProject;Select Project;Projekt auswählen;Sélectionner le projet;Seleccionar proyecto;Wybierz projekt;Projekt uswehle;
changes.requestForm.template;Template;Vorlage;Modèle;Plantilla;Szablon;Vorlag;
changes.requestForm.selectTemplate;Select Template (Optional);Vorlage auswählen (Optional);Sélectionner le modèle (Optionnel);Seleccionar plantilla (Opcional);Wybierz szablon (Opcjonalny);Vorlag uswehle (Optional);
changes.requestForm.changeType;Change Type *;Änderungstyp *;Type de changement *;Tipo de cambio *;Typ zmiany *;Änderigstyp *;
changes.requestForm.priority;Priority *;Priorität *;Priorité *;Prioridad *;Priorytet *;Priorität *;
changes.requestForm.description;Description *;Beschreibung *;Description *;Descripción *;Opis *;Beschreibig *;
changes.requestForm.descriptionPlaceholder;Detailed description of the proposed change;Detaillierte Beschreibung der vorgeschlagenen Änderung;Description détaillée du changement proposé;Descripción detallada del cambio propuesto;Szczegółowy opis proponowanej zmiany;Detaillierti Beschreibig der vorgeschlage Änderig;
changes.requestForm.justification;Justification;Begründung;Justification;Justificación;Uzasadnienie;Begründig;
changes.requestForm.justificationPlaceholder;Business justification for this change;Geschäftliche Begründung für diese Änderung;Justification commerciale pour ce changement;Justificación comercial para este cambio;Uzasadnienie biznesowe dla tej zmiany;Geschäftligi Begründig für die Änderig;
changes.requestForm.templateFields;{templateName} Fields;{templateName} Felder;Champs {templateName};Campos {templateName};Pola {templateName};{templateName} Felder;
changes.requestForm.impactEstimation;Impact Estimation;Auswirkungs-Schätzung;Estimation d'impact;Estimación de impacto;Szacowanie wpływu;Auswirkigs-Schätzig;
changes.requestForm.showImpactCalculator;Show Impact Calculator;Auswirkungsrechner anzeigen;Afficher le calculateur d'impact;Mostrar calculadora de impacto;Pokaż kalkulator wpływu;Auswirkigsrechner aazeige;
changes.requestForm.hideImpactCalculator;Hide Impact Calculator;Auswirkungsrechner ausblenden;Masquer le calculateur d'impact;Ocultar calculadora de impacto;Ukryj kalkulator wpływu;Auswirkigsrechner usblende;
changes.requestForm.estimatedCostImpact;Estimated Cost Impact ($);Geschätzter Kosteneinfluss ($);Impact estimé sur les coûts ($);Impacto estimado en el costo ($);Szacowany wpływ na koszty ($);Gschätzter Kosteeinfluss ($);
changes.requestForm.scheduleImpact;Schedule Impact (Days);Zeitplaneinfluss (Tage);Impact sur le calendrier (jours);Impacto en el calendario (días);Wpływ na harmonogram (dni);Ziitplaneinfluss (Täg);
changes.requestForm.effortHours;Effort Hours;Arbeitsstunden;Heures d'effort;Horas de esfuerzo;Godziny wysiłku;Arbeitsstund;
changes.requestForm.requiredByDate;Required By Date;Erforderlich bis Datum;Requis d'ici la date;Requerido por fecha;Wymagane do daty;Erforderlich bis Datum;
changes.requestForm.projectLinkages;Project Linkages;Projektverknüpfungen;Liaisons de projet;Enlaces de proyecto;Połączenia projektu;Projektverknüpfige;
changes.requestForm.affectedMilestones;Affected Milestones;Betroffene Meilensteine;Jalons affectés;Hitos afectados;Dotknięte kamienie milowe;Betroffeni Meilesteine;
changes.requestForm.affectedPurchaseOrders;Affected Purchase Orders;Betroffene Einkaufsbestellungen;Commandes d'achat affectées;Órdenes de compra afectadas;Dotknięte zamówienia zakupowe;Betroffeni Iikaufsbestellige;
changes.requestForm.attachments;Attachments;Anhänge;Pièces jointes;Adjuntos;Załączniki;Anhäge;
changes.requestForm.uploadDocuments;Upload Documents;Dokumente hochladen;Télécharger des documents;Cargar documentos;Prześlij dokumenty;Dokumente hochlade;
changes.requestForm.clickToUpload;Click to upload;Klicken zum Hochladen;Cliquez pour télécharger;Haga clic para cargar;Kliknij, aby przesłać;Klick zum Hochlade;
changes.requestForm.dragAndDrop;or drag and drop;oder Drag and Drop;ou glisser-déposer;o arrastrar y soltar;lub przeciągnij i upuść;oder Drag and Drop;
changes.requestForm.fileTypes;PDF, DOC, XLS, IMG files (MAX. 10MB);PDF, DOC, XLS, IMG-Dateien (MAX. 10MB);Fichiers PDF, DOC, XLS, IMG (MAX. 10 Mo);Archivos PDF, DOC, XLS, IMG (MÁX. 10MB);Pliki PDF, DOC, XLS, IMG (MAX. 10MB);PDF, DOC, XLS, IMG-Dateie (MAX. 10MB);
changes.requestForm.attachedFiles;Attached Files:;Angehängte Dateien:;Fichiers joints :;Archivos adjuntos:;Załączone pliki:;Angehängti Dateie:;
changes.requestForm.fieldsRequired;Fields marked with * are required;Felder mit * sind erforderlich;Champs marqués d'un * sont requis;Campos marcados con * son requeridos;Pola oznaczone * są wymagane;Felder mit * si erforderlich;
